Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Authentication\Authentication.csproj,File,src\Authentication\Controllers\AuthenticateController.cs,381,12,T:System.IdentityModel.Tokens.Jwt.JwtHeader,,,,,"if (securityToken is not JwtSecurityToken jwtSecurityToken || !jwtSecurityToken.Header.Alg.Equals(SecurityAlgorithms.HmacSha256, StringComparison.InvariantCultureIgnoreCase))              {                  throw new SecurityTokenException(""Invalid token"");              }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Authentication\Authentication.csproj,File,src\Authentication\Controllers\AuthenticateController.cs,381,12,P:System.IdentityModel.Tokens.Jwt.JwtSecurityToken.Header,,,,,"if (securityToken is not JwtSecurityToken jwtSecurityToken || !jwtSecurityToken.Header.Alg.Equals(SecurityAlgorithms.HmacSha256, StringComparison.InvariantCultureIgnoreCase))              {                  throw new SecurityTokenException(""Invalid token"");              }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Authentication\Authentication.csproj,File,src\Authentication\Controllers\AuthenticateController.cs,381,12,P:System.IdentityModel.Tokens.Jwt.JwtHeader.Alg,,,,,"if (securityToken is not JwtSecurityToken jwtSecurityToken || !jwtSecurityToken.Header.Alg.Equals(SecurityAlgorithms.HmacSha256, StringComparison.InvariantCultureIgnoreCase))              {                  throw new SecurityTokenException(""Invalid token"");              }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Authentication\Authentication.csproj,File,src\Authentication\Controllers\AuthenticateController.cs,379,12,"M:System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.ValidateToken(System.String,Microsoft.IdentityModel.Tokens.TokenValidationParameters,Microsoft.IdentityModel.Tokens.SecurityToken@)",,,,,"var principal = tokenHandler.ValidateToken(token, tokenValidationParameters, out SecurityToken securityToken);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Authentication\Authentication.csproj,File,src\Authentication\Controllers\AuthenticateController.cs,378,12,T:System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler,,,,,var tokenHandler = new JwtSecurityTokenHandler();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Authentication\Authentication.csproj,File,src\Authentication\Controllers\AuthenticateController.cs,378,12,M:System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.#ctor,,,,,var tokenHandler = new JwtSecurityTokenHandler();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Authentication\Authentication.csproj,File,src\Authentication\Controllers\AuthenticateController.cs,338,8,T:System.IdentityModel.Tokens.Jwt.JwtSecurityToken,,,,,private JwtSecurityToken CreateToken(List<Claim> authClaims)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Authentication\Authentication.csproj,File,src\Authentication\Controllers\AuthenticateController.cs,348,12,T:System.IdentityModel.Tokens.Jwt.JwtSecurityToken,,,,,"var token = new JwtSecurityToken(                  issuer: _configuration[""JWT:ValidIssuer""],                  audience: _configuration[""JWT:ValidAudience""],                  expires: validTo,                  claims: authClaims,                  signingCredentials: new SigningCredentials(authSigningKey, SecurityAlgorithms.HmacSha256)                  );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Authentication\Authentication.csproj,File,src\Authentication\Controllers\AuthenticateController.cs,348,12,"M:System.IdentityModel.Tokens.Jwt.JwtSecurityToken.#ctor(System.String,System.String,System.Collections.Generic.IEnumerable{System.Security.Claims.Claim},System.Nullable{System.DateTime},System.Nullable{System.DateTime},Microsoft.IdentityModel.Tokens.SigningCredentials)",,,,,"var token = new JwtSecurityToken(                  issuer: _configuration[""JWT:ValidIssuer""],                  audience: _configuration[""JWT:ValidAudience""],                  expires: validTo,                  claims: authClaims,                  signingCredentials: new SigningCredentials(authSigningKey, SecurityAlgorithms.HmacSha256)                  );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Authentication\Authentication.csproj,File,src\Authentication\Controllers\AuthenticateController.cs,285,12,P:System.IdentityModel.Tokens.Jwt.JwtSecurityToken.ValidTo,,,,,"return Ok(new              {                  accesstoken = new JwtSecurityTokenHandler().WriteToken(token),                  refreshtoken = newRefreshToken,                  validTo = token.ValidTo              });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Authentication\Authentication.csproj,File,src\Authentication\Controllers\AuthenticateController.cs,285,12,T:System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler,,,,,"return Ok(new              {                  accesstoken = new JwtSecurityTokenHandler().WriteToken(token),                  refreshtoken = newRefreshToken,                  validTo = token.ValidTo              });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Authentication\Authentication.csproj,File,src\Authentication\Controllers\AuthenticateController.cs,285,12,M:System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.#ctor,,,,,"return Ok(new              {                  accesstoken = new JwtSecurityTokenHandler().WriteToken(token),                  refreshtoken = newRefreshToken,                  validTo = token.ValidTo              });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Authentication\Authentication.csproj,File,src\Authentication\Controllers\AuthenticateController.cs,285,12,M:System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.WriteToken(Microsoft.IdentityModel.Tokens.SecurityToken),,,,,"return Ok(new              {                  accesstoken = new JwtSecurityTokenHandler().WriteToken(token),                  refreshtoken = newRefreshToken,                  validTo = token.ValidTo              });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Authentication\Authentication.csproj,File,src\Authentication\Controllers\AuthenticateController.cs,270,12,P:System.IdentityModel.Tokens.Jwt.JwtSecurityToken.ValidFrom,,,,,user.RefreshTokenExpiryTime = token.ValidFrom;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Authentication\Authentication.csproj,File,src\Authentication\Controllers\AuthenticateController.cs,266,12,T:System.IdentityModel.Tokens.Jwt.JwtSecurityToken,,,,,var token = CreateToken(principal.Claims.ToList());
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Authentication\Authentication.csproj,File,src\Authentication\Controllers\AuthenticateController.cs,108,20,P:System.IdentityModel.Tokens.Jwt.JwtSecurityToken.ValidTo,,,,,"return Ok(new                      {                          accesstoken = new JwtSecurityTokenHandler().WriteToken(token),                          refreshtoken = refreshToken,                          validTo = token.ValidTo                      });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Authentication\Authentication.csproj,File,src\Authentication\Controllers\AuthenticateController.cs,108,20,T:System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler,,,,,"return Ok(new                      {                          accesstoken = new JwtSecurityTokenHandler().WriteToken(token),                          refreshtoken = refreshToken,                          validTo = token.ValidTo                      });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Authentication\Authentication.csproj,File,src\Authentication\Controllers\AuthenticateController.cs,108,20,M:System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.#ctor,,,,,"return Ok(new                      {                          accesstoken = new JwtSecurityTokenHandler().WriteToken(token),                          refreshtoken = refreshToken,                          validTo = token.ValidTo                      });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Authentication\Authentication.csproj,File,src\Authentication\Controllers\AuthenticateController.cs,108,20,M:System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.WriteToken(Microsoft.IdentityModel.Tokens.SecurityToken),,,,,"return Ok(new                      {                          accesstoken = new JwtSecurityTokenHandler().WriteToken(token),                          refreshtoken = refreshToken,                          validTo = token.ValidTo                      });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Authentication\Authentication.csproj,File,src\Authentication\Controllers\AuthenticateController.cs,89,20,T:System.IdentityModel.Tokens.Jwt.JwtSecurityToken,,,,,var token = CreateToken(authClaims);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Authentication\Authentication.csproj,File,src\Authentication\Controllers\AuthenticateController.cs,77,20,T:System.IdentityModel.Tokens.Jwt.JwtRegisteredClaimNames,,,,,"var authClaims = new List<Claim>                      {                          new Claim(ClaimTypes.Name, model.Username),                          new Claim(ClaimTypes.PrimarySid, user.TenantId.ToString()),                          new Claim(JwtRegisteredClaimNames.Jti, Guid.NewGuid().ToString()),                      };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\Authentication\Authentication.csproj,File,src\Authentication\Controllers\AuthenticateController.cs,77,20,F:System.IdentityModel.Tokens.Jwt.JwtRegisteredClaimNames.Jti,,,,,"var authClaims = new List<Claim>                      {                          new Claim(ClaimTypes.Name, model.Username),                          new Claim(ClaimTypes.PrimarySid, user.TenantId.ToString()),                          new Claim(JwtRegisteredClaimNames.Jti, Guid.NewGuid().ToString()),                      };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Authentication\Authentication.csproj,File,src\Authentication\Program.cs,42,15,P:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions.TokenValidationParameters,,,,,"jwtoptions.TokenValidationParameters = new TokenValidationParameters()                 {                     ValidateIssuer = true,                     ValidateAudience = true,                     ValidateLifetime = true,                     ValidateIssuerSigningKey = true,                     ClockSkew = TimeSpan.Zero,                       ValidAudience = configuration[""JWT:ValidAudience""],                     ValidIssuer = configuration[""JWT:ValidIssuer""],                     IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(configuration[""JWT:Secret""] ?? throw new ArgumentNullException(""JWT:Secret"")))                 };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Authentication\Authentication.csproj,File,src\Authentication\Program.cs,41,15,P:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions.RequireHttpsMetadata,,,,,jwtoptions.RequireHttpsMetadata = false;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Authentication\Authentication.csproj,File,src\Authentication\Program.cs,40,15,P:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions.SaveToken,,,,,jwtoptions.SaveToken = true;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Authentication\Authentication.csproj,File,src\Authentication\Program.cs,36,16,T:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults,,,,,options.DefaultScheme = JwtBearerDefaults.AuthenticationScheme;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Authentication\Authentication.csproj,File,src\Authentication\Program.cs,36,16,F:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults.AuthenticationScheme,,,,,options.DefaultScheme = JwtBearerDefaults.AuthenticationScheme;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Authentication\Authentication.csproj,File,src\Authentication\Program.cs,35,16,T:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults,,,,,options.DefaultChallengeScheme = JwtBearerDefaults.AuthenticationScheme;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Authentication\Authentication.csproj,File,src\Authentication\Program.cs,35,16,F:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults.AuthenticationScheme,,,,,options.DefaultChallengeScheme = JwtBearerDefaults.AuthenticationScheme;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Authentication\Authentication.csproj,File,src\Authentication\Program.cs,34,16,T:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults,,,,,options.DefaultAuthenticateScheme = JwtBearerDefaults.AuthenticationScheme;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Authentication\Authentication.csproj,File,src\Authentication\Program.cs,34,16,F:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults.AuthenticationScheme,,,,,options.DefaultAuthenticateScheme = JwtBearerDefaults.AuthenticationScheme;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Authentication\Authentication.csproj,File,src\Authentication\Program.cs,32,12,T:Microsoft.Extensions.DependencyInjection.JwtBearerExtensions,,,,,"builder.Services.AddAuthentication(options =>              {                  options.DefaultAuthenticateScheme = JwtBearerDefaults.AuthenticationScheme;                  options.DefaultChallengeScheme = JwtBearerDefaults.AuthenticationScheme;                  options.DefaultScheme = JwtBearerDefaults.AuthenticationScheme;              })             .AddJwtBearer(jwtoptions =>             {                 jwtoptions.SaveToken = true;                 jwtoptions.RequireHttpsMetadata = false;                 jwtoptions.TokenValidationParameters = new TokenValidationParameters()                 {                     ValidateIssuer = true,                     ValidateAudience = true,                     ValidateLifetime = true,                     ValidateIssuerSigningKey = true,                     ClockSkew = TimeSpan.Zero,                       ValidAudience = configuration[""JWT:ValidAudience""],                     ValidIssuer = configuration[""JWT:ValidIssuer""],                     IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(configuration[""JWT:Secret""] ?? throw new ArgumentNullException(""JWT:Secret"")))                 };             });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Authentication\Authentication.csproj,File,src\Authentication\Program.cs,32,12,"M:Microsoft.Extensions.DependencyInjection.JwtBearerExtensions.AddJwtBearer(Microsoft.AspNetCore.Authentication.AuthenticationBuilder,System.Action{Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions})",,,,,"builder.Services.AddAuthentication(options =>              {                  options.DefaultAuthenticateScheme = JwtBearerDefaults.AuthenticationScheme;                  options.DefaultChallengeScheme = JwtBearerDefaults.AuthenticationScheme;                  options.DefaultScheme = JwtBearerDefaults.AuthenticationScheme;              })             .AddJwtBearer(jwtoptions =>             {                 jwtoptions.SaveToken = true;                 jwtoptions.RequireHttpsMetadata = false;                 jwtoptions.TokenValidationParameters = new TokenValidationParameters()                 {                     ValidateIssuer = true,                     ValidateAudience = true,                     ValidateLifetime = true,                     ValidateIssuerSigningKey = true,                     ClockSkew = TimeSpan.Zero,                       ValidAudience = configuration[""JWT:ValidAudience""],                     ValidIssuer = configuration[""JWT:ValidIssuer""],                     IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(configuration[""JWT:Secret""] ?? throw new ArgumentNullException(""JWT:Secret"")))                 };             });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Authentication\Authentication.csproj,File,src\Authentication\Program.cs,27,12,T:Microsoft.Extensions.DependencyInjection.IdentityEntityFrameworkBuilderExtensions,,,,,"builder.Services.AddIdentity<ApplicationUser, IdentityRole>()                  .AddEntityFrameworkStores<IdentityDataContext>()                  .AddDefaultTokenProviders();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Authentication\Authentication.csproj,File,src\Authentication\Program.cs,27,12,M:Microsoft.Extensions.DependencyInjection.IdentityEntityFrameworkBuilderExtensions.AddEntityFrameworkStores``1(Microsoft.AspNetCore.Identity.IdentityBuilder),,,,,"builder.Services.AddIdentity<ApplicationUser, IdentityRole>()                  .AddEntityFrameworkStores<IdentityDataContext>()                  .AddDefaultTokenProviders();"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Calendar\Calendar.csproj,File,src\Calendar\Calendar.csproj,,,Microsoft.AspNetCore.OpenApi 8.0.0,,,,,"Microsoft.AspNetCore.OpenApi, 8.0.0  Recommendation:  Remove Microsoft.AspNetCore.OpenApi, and replace with new package Microsoft.AspNetCore.OpenApi 10.0.4"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Calendar\Calendar.csproj,File,src\Calendar\Calendar.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Codes\Codes.csproj,File,src\Codes\Codes.csproj,,,Microsoft.AspNetCore.OpenApi 8.0.0,,,,,"Microsoft.AspNetCore.OpenApi, 8.0.0  Recommendation:  Remove Microsoft.AspNetCore.OpenApi, and replace with new package Microsoft.AspNetCore.OpenApi 10.0.4"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Codes\Codes.csproj,File,src\Codes\Codes.csproj,,,Microsoft.EntityFrameworkCore.Tools 8.0.1,,,,,"Microsoft.EntityFrameworkCore.Tools, 8.0.1  Recommendation:  Remove Microsoft.EntityFrameworkCore.Tools, and replace with new package Microsoft.EntityFrameworkCore.Tools 10.0.4"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,src\Codes\Codes.csproj,File,src\Codes\Codes.csproj,,,Npgsql.EntityFrameworkCore.PostgreSQL.Design 1.1.0,,,,,"Npgsql.EntityFrameworkCore.PostgreSQL.Design, 1.1.0  Recommendation:  This package is no longer needed in newer versions of the provider - simply remove any references to it. Remove Npgsql.EntityFrameworkCore.PostgreSQL.Design, and replace with new package Npgsql.EntityFrameworkCore.PostgreSQL.Design, 1.1.0"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Codes\Codes.csproj,File,src\Codes\Codes.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Collectors\Collector\Collector.csproj,File,src\Collectors\Collector\Collector.csproj,,,Microsoft.AspNetCore.OpenApi 8.0.0,,,,,"Microsoft.AspNetCore.OpenApi, 8.0.0  Recommendation:  Remove Microsoft.AspNetCore.OpenApi, and replace with new package Microsoft.AspNetCore.OpenApi 10.0.4"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Collectors\Collector\Collector.csproj,File,src\Collectors\Collector\Collector.csproj,,,Microsoft.EntityFrameworkCore 8.0.0,,,,,"Microsoft.EntityFrameworkCore, 8.0.0  Recommendation:  Remove Microsoft.EntityFrameworkCore, and replace with new package Microsoft.EntityFrameworkCore 10.0.4"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Collectors\Collector\Collector.csproj,File,src\Collectors\Collector\Collector.csproj,,,Microsoft.EntityFrameworkCore.Design 8.0.0,,,,,"Microsoft.EntityFrameworkCore.Design, 8.0.0  Recommendation:  Remove Microsoft.EntityFrameworkCore.Design, and replace with new package Microsoft.EntityFrameworkCore.Design 10.0.4"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Collectors\Collector\Collector.csproj,File,src\Collectors\Collector\Collector.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Collectors\CollectorFactory\CollectorFactory.csproj,File,src\Collectors\CollectorFactory\CollectorFactory.csproj,,,Microsoft.Extensions.Logging 8.0.0,,,,,"Microsoft.Extensions.Logging, 8.0.0  Recommendation:  Remove Microsoft.Extensions.Logging, and replace with new package Microsoft.Extensions.Logging 10.0.4"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Collectors\CollectorFactory\CollectorFactory.csproj,File,src\Collectors\CollectorFactory\CollectorFactory.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Collectors\CollectorsController\CollectorsController.csproj,File,src\Collectors\CollectorsController\CollectorsController.csproj,,,Microsoft.AspNetCore.OpenApi 8.0.0,,,,,"Microsoft.AspNetCore.OpenApi, 8.0.0  Recommendation:  Remove Microsoft.AspNetCore.OpenApi, and replace with new package Microsoft.AspNetCore.OpenApi 10.0.4"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Collectors\CollectorsController\CollectorsController.csproj,File,src\Collectors\CollectorsController\CollectorsController.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Collectors\CollectorSupport\CollectorSupport.csproj,File,src\Collectors\CollectorSupport\CollectorSupport.csproj,,,Microsoft.AspNetCore.OpenApi 8.0.0,,,,,"Microsoft.AspNetCore.OpenApi, 8.0.0  Recommendation:  Remove Microsoft.AspNetCore.OpenApi, and replace with new package Microsoft.AspNetCore.OpenApi 10.0.4"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Collectors\CollectorSupport\CollectorSupport.csproj,File,src\Collectors\CollectorSupport\CollectorSupport.csproj,,,Microsoft.EntityFrameworkCore.Design 8.0.0,,,,,"Microsoft.EntityFrameworkCore.Design, 8.0.0  Recommendation:  Remove Microsoft.EntityFrameworkCore.Design, and replace with new package Microsoft.EntityFrameworkCore.Design 10.0.4"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Collectors\CollectorSupport\CollectorSupport.csproj,File,src\Collectors\CollectorSupport\CollectorSupport.csproj,,,Microsoft.EntityFrameworkCore 8.0.0,,,,,"Microsoft.EntityFrameworkCore, 8.0.0  Recommendation:  Remove Microsoft.EntityFrameworkCore, and replace with new package Microsoft.EntityFrameworkCore 10.0.4"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Collectors\CollectorSupport\CollectorSupport.csproj,File,src\Collectors\CollectorSupport\CollectorSupport.csproj,,,Microsoft.Extensions.Localization 8.0.0,,,,,"Microsoft.Extensions.Localization, 8.0.0  Recommendation:  Remove Microsoft.Extensions.Localization, and replace with new package Microsoft.Extensions.Localization 10.0.4"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,src\Collectors\CollectorSupport\CollectorSupport.csproj,File,src\Collectors\CollectorSupport\CollectorSupport.csproj,,,Npgsql.EntityFrameworkCore.PostgreSQL.Design 1.1.0,,,,,"Npgsql.EntityFrameworkCore.PostgreSQL.Design, 1.1.0  Recommendation:  This package is no longer needed in newer versions of the provider - simply remove any references to it. Remove Npgsql.EntityFrameworkCore.PostgreSQL.Design, and replace with new package Npgsql.EntityFrameworkCore.PostgreSQL.Design, 1.1.0"
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,src\Collectors\CollectorSupport\CollectorSupport.csproj,File,src\Collectors\CollectorSupport\CollectorSupport.csproj,,,RestSharp 110.2.0,,,,,"RestSharp, 110.2.0  Recommendation:  RestSharp, 114.0.0"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Collectors\CollectorSupport\CollectorSupport.csproj,File,src\Collectors\CollectorSupport\CollectorSupport.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Collectors\CollectorSupport\CollectorSupport.csproj,File,src\Collectors\CollectorSupport\Interface\IClient.cs,12,8,T:System.Uri,,,,, Task Connect(Uri target)
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Collectors\CollectorSupport\CollectorSupport.csproj,File,src\Collectors\CollectorSupport\Model\RESTClient.cs,29,8,T:System.Uri,,,,,public async Task Connect(Uri target)
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Collectors\CollectorSupport\CollectorSupport.csproj,File,src\Collectors\CollectorSupport\Model\GenericFhirClient.cs,22,8,T:System.Uri,,,,,public async Task Connect(Uri target)
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Collectors\CollectorSupport\CollectorSupport.csproj,File,src\Collectors\CollectorSupport\Model\GenericFhirClient.cs,24,12,T:System.Uri,,,,,this.target = target;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Collectors\CollectorSupport\CollectorSupport.csproj,File,src\Collectors\CollectorSupport\Model\GenericFhirClient.cs,10,20,T:System.Uri,,,,,target
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,test\CollectorTests\CollectorTests\CollectorTests.csproj,File,test\CollectorTests\CollectorTests\CollectorTests.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,test\DevTests\DevTests.csproj,File,test\DevTests\DevTests.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,test\DevTests\DevTests.csproj,File,test\DevTests\RandomData.cs,199,28,T:System.Net.Http.HttpContent,,,,,var text = response.Content.ReadAsStringAsync().Result;
